LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
12629770062012051111183575940970,,Local Government Association,"Local Government House, Smith Square",SW1P 3HZ,771274520000,138,145,176,F,493,239,0,General Office; Restaurant,2012-04-11,E09000033,E14000639,Greater London Authority,2012-05-11,Restaurant,Natural Gas,,,,6806,181,115,132,102,0,0,554,652,263,304,0,0,Yes,,2,3,Air Conditioning,C1; H1;,"Local Government Association, Local Government House, Smith Square",Westminster,Cities of London and Westminster,LONDON,2012-03-31,2012-01-03,2012-05-11 11:18:35,Standard Occupancy,,
26484630242014031115394019400970,,National Audit Office,157-197 Buckingham Palace Road,SW1W 9SP,225383410000,103,101,110,E,1501,36,0,General Office; Restaurant,2014-03-11,E09000033,E14000639,Greater London Authority,2014-03-11,General Office,Natural Gas,,,,18103.5,10,131,151,103,0,0,1455,1714,39,43,0,0,Yes,,3,5,Air Conditioning,C1; H1;,"National Audit Office, 157-197 Buckingham Palace Road",Westminster,Cities of London and Westminster,LONDON,2014-03-31,2014-01-31,2014-03-11 15:39:40,Standard Occupancy,100023346366,Address Matched
2880770702014032012254608600970,,Paddington Academy,50 Marylands Road,W9 2DR,371087600000,174,179,,G,816,218,0,Schools And Seasonal Public Buildings,2014-03-18,E09000033,E14001036,Greater London Authority,2014-03-20,Schools And Seasonal Public Buildings,Natural Gas,,,,11503,98,152,129,40,0,0,793,,222,,0,,Yes,,2,3,Mixed-mode with Natural Ventilation,S3;,"Paddington Academy, 50 Marylands Road",Westminster,Westminster North,LONDON,2014-01-31,2013-10-31,2014-03-20 12:25:46,Standard Occupancy,10033579226,Address Matched
5813120962015012015592972720972,CLARE MARKET,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250002,39,39,47,B,53,53,0,University Campus,2012-12-31,E09000033,E14000639,Greater London Authority,2015-01-20,University Campus,Natural Gas,,,,2515,108,242,38,108,0,0,64,63,49,54,0,0,Yes,,2,1,Heating and Natural Ventilation,S4;,"CLARE MARKET, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2014-12-19,2014-10-31,2015-01-20 15:59:29,Extended Occupancy,100023430221,Address Matched
2108723252008103109363802900973,,Horseferry Road Magistrates Court,70 Horseferry Road,SW1P 2AX,934732470000,200,,,G,488,218,,Information not provided,2008-10-22,E09000033,E14000639,Greater London Authority,2008-10-31,General office,Natural Gas,,Not applicable,Not applicable,4195,270,135,212,106,0,0,,,,,,,,,,,Mixed-mode with Natural Ventilation,C1; H1;,"Horseferry Road Magistrates Court, 70 Horseferry Road",Westminster,Cities of London and Westminster,LONDON,,2008-08-31,2008-10-31 09:36:38,,,
5800920022020020713131372090976,COWDRAY HOUSE,London School of Economics & Political Science,Houghton Street,WC2A 2AE,770421250006,40,38,40,B,50,35,0,University Campus,2017-01-01,E09000033,E14000639,Greater London Authority,2020-02-07,University Campus,Natural Gas,,,,2006,91,251,45,106,0,0,52,59,31,25,0,0,Yes,,2,1,Heating and Natural Ventilation,S4;,"COWDRAY HOUSE, London School of Economics & Political Science, Houghton Street",Westminster,Cities of London and Westminster,LONDON,2020-01-19,2019-11-30,2020-02-07 13:13:13,Extended Occupancy,100023430221,Address Matched
4980520962008112113030067000980,,7a Woodfield Road,,W9 3XZ,862626750000,106,,,E,112,313,,Clinic; Hospital - clinical and research,2008-10-01,E09000033,E14001036,Greater London Authority,2008-11-21,Clinic,Natural Gas,,Not applicable,Not applicable,3899,413,279,52,89,0,0,,,,,,,,,,,Heating and Mechanical Ventilation,S5; S6;,7a Woodfield Road,Westminster,Westminster North,LONDON,,2008-09-30,2008-11-21 13:03:00,,,
691280642010101722440836400980,,St. Mary Magdalenes Primary School,Rowington Close,W2 5TF,261198430000,146,160,149,F,57,37,0,Schools And Seasonal Public Buildings,2010-08-16,E09000033,E14001036,Greater London Authority,2010-10-17,Schools And Seasonal Public Buildings,Natural Gas,,,,1266,150,148,82,40,0,0,59,46,42,46,0,0,No,,,4,Heating and Natural Ventilation,S3;,"St. Mary Magdalenes Primary School, Rowington Close",Westminster,Westminster North,LONDON,2010-07-26,2010-06-30,2010-10-17 22:44:08,,10033542767,Address Matched
29916661202014090110373920830980,SALTON HOUSE,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820013,165,168,160,G,285,294,0,Clinic; General Office,2014-08-10,E09000033,E14000639,Greater London Authority,2014-09-01,General Office,Natural Gas,,,,4817.54,315,114,108,92,0,0,293,275,329,291,0,0,No,,,4,Heating and Natural Ventilation,S5; C1;,"SALTON HOUSE, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2014-09-30,2014-06-30,2014-09-01 10:37:39,Standard Occupancy,,
29915760202014090110110120840980,CAMBRIDGE WING,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820004,114,112,120,E,725,574,0,Hospital - Clinical And Research,2014-08-10,E09000033,E14000639,Greater London Authority,2014-09-01,Hospital - Clinical And Research,Natural Gas,,,,9401.48,315,368,140,90,0,0,771,828,643,568,0,0,Yes,,2,1,Heating and Natural Ventilation,S6;,"CAMBRIDGE WING, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2014-09-30,2014-06-30,2014-09-01 10:11:01,Standard Occupancy,,
6703160742010072917114174030990,MARYLEBONE CAMPUS HALLS OF RESIDENCE,University of Westminster,35 Marylebone Road,NW1 5LS,173786070003,120,76,,E,593,179,0,General accommodation,2010-01-14,E09000033,E14000639,Greater London Authority,2010-07-29,General Accommodation,Natural Gas,,,,6287,146,321,171,73,0,0,382,,36,,,,No,,,4,Heating and Natural Ventilation,S8;,"MARYLEBONE CAMPUS HALLS OF RESIDENCE, University of Westminster, 35 Marylebone Road",Westminster,Cities of London and Westminster,LONDON,2009-12-16,2009-09-30,2010-07-29 17:11:41,,100022779973,Address Matched
21910788032019041212051147000990,,King Solomon Academy Older Years Site,Marylebone Lower House,NW1 6RX,808799320000,148,,,F,193,91,0,Schools And Seasonal Public Buildings,2018-07-24,E09000033,E14001036,Greater London Authority,2019-04-12,Schools And Seasonal Public Buildings,Natural Gas,,,,3925,119,138,89,40,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,S3;,"King Solomon Academy Older Years Site, Marylebone Lower House",Westminster,Westminster North,LONDON,2019-01-01,2018-12-31,2019-04-12 12:05:11,Standard Occupancy,,
103079182302018011214420200800990,SIR ALEXANDER FLEMING BUILDING,Imperial College London,Exhibition Road,SW7 2AZ,537538800020,307,300,283,G,6188,3144,0,University Campus,2018-01-10,E09000033,E14000639,Greater London Authority,2018-01-12,University Campus,Natural Gas,,,,26087.8,621,265,431,118,0,0,5921,5719,3113,2883,0,0,No,,,4,Heating and Mechanical Ventilation,S4;,"SIR ALEXANDER FLEMING BUILDING, Imperial College London, Exhibition Road",Westminster,Cities of London and Westminster,LONDON,2017-07-01,2017-05-01,2018-01-12 14:42:02,Extended Occupancy,,
4627510232010072916131078000991,4-12 LITTLE TITCHFIELD STREET,University of Westminster,4-16 Little Titchfield Street,W1W 7UW,111895400002,83,99,,D,458,107,0,University campus,2010-01-13,E09000033,E14000639,Greater London Authority,2010-07-29,University Campus,Natural Gas,,,,7601,73,233,110,80,0,0,553,,111,,,,No,,,4,Mixed-mode with Mechanical Ventilation,S4;,"4-12 LITTLE TITCHFIELD STREET, University of Westminster, 4-16 Little Titchfield Street",Westminster,Cities of London and Westminster,LONDON,2009-12-14,2009-09-30,2010-07-29 16:13:10,,,
2387876032016061016481803000992,,Prime Minister & First Lord of the Treasury,10 - 12 Downing Street,SW1A 2AA,720392060000,99,99,111,D,537,131,0,General Accommodation; General Office,2016-05-20,E09000033,E14000639,Greater London Authority,2016-06-10,General Office,District Heating,,,,6869,79,156,142,123,0,0,538,523,131,220,0,0,Yes,450,,1,Air Conditioning,S8; C1;,"Prime Minister & First Lord of the Treasury, 10 - 12 Downing Street",Westminster,Cities of London and Westminster,LONDON,2016-06-28,2016-03-31,2016-06-10 16:48:18,Extended Occupancy,100023336956,Address Matched
18201640032010112216330675900994,,South Westminster Centre for Health,"St. Georges House, 82 Vincent Square",SW1P 2PF,447595470000,105,101,,E,90,69,0,Clinic,2010-11-03,E09000033,E14000639,Greater London Authority,2010-11-22,Clinic,Natural Gas,,,,1972.3,180,198,83,70,0,0,92,,60,,0,,Yes,,1,5,Natural Ventilation Only,S5;,"South Westminster Centre for Health, St. Georges House, 82 Vincent Square",Westminster,Cities of London and Westminster,LONDON,2010-11-03,2010-08-31,2010-11-22 16:33:06,Standard Occupancy,10091843465,Address Matched
82188847032013100317070440000995,,9 Bulstrode Street,,W1U 2JD,455090880000,146,,,F,39,59,0,Schools And Seasonal Public Buildings,2013-06-04,E09000033,E14000639,Greater London Authority,2013-10-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1282,,,,,,,,,,,,,Yes,3,,1,Heating and Natural Ventilation,S3;,9 Bulstrode Street,Westminster,Cities of London and Westminster,LONDON,2013-06-04,2013-04-01,2013-10-03 17:07:04,Standard Occupancy,100023464693,Address Matched
563054032014031809002384000997,,Scottish Office,"Dover House, Whitehall",SW1A 2AU,570496220000,52,43,46,C,78,53,0,General Office,2014-03-18,E09000033,E14000639,Greater London Authority,2014-03-18,General Office,District Heating,,,,3311,89,124,43,95,0,0,77,65,28,48,0,0,Yes,,2,5,Mixed-mode with Natural Ventilation,C1;,"Scottish Office, Dover House, Whitehall",Westminster,Cities of London and Westminster,LONDON,2013-09-21,2013-08-31,2014-03-18 09:00:23,Standard Occupancy,100023336965,Address Matched
13914953212020062519035508022503,ELECTRICAL ENGINEERING,Imperial College London,Exhibition Road,SW7 2AZ,537538800002,87,96,92,D,1214,114,0,University Campus,2020-06-25,E09000033,E14000639,Greater London Authority,2020-06-25,University Campus,Natural Gas,,,,17929.5,33,214,123,80,0,0,1233,1157,241,291,0,0,Yes,,2,5,Heating and Mechanical Ventilation,S4;,"ELECTRICAL ENGINEERING, Imperial College London, Exhibition Road",Westminster,Cities of London and Westminster,LONDON,2020-07-01,2020-05-31,2020-06-25 19:03:55,Standard Occupancy,,
24711862012017121212424708909163,,Royal Opera House,Covent Garden,WC2E 9DD,133428660000,96,106,111,D,5259,1292,0,Entertainment Halls; General Office; Restaurant,2014-11-06,E09000033,E14000639,Greater London Authority,2017-12-12,Entertainment Halls,Natural Gas,,,,41677,160,357,229,172,0,0,5989,6490,1200,1136,0,0,Yes,,3,1,Air Conditioning,H5; C1; H1;,"Royal Opera House, Covent Garden",Westminster,Cities of London and Westminster,LONDON,2017-10-31,2017-09-01,2017-12-12 12:42:47,Standard Occupancy,10033547198,Address Matched
101002293252019012811202207019164,BLOCK A,St. Marylebone C of E Secondary School,64 Marylebone High Street,W1U 5BA,144437060001,96,83,87,D,68,35,0,Schools And Seasonal Public Buildings,2019-01-21,E09000033,E14000639,Greater London Authority,2019-01-28,Schools And Seasonal Public Buildings,Natural Gas,,,,2208,81,138,56,40,0,0,69,68,19,30,0,0,Yes,,2,2,Heating and Natural Ventilation,S3;,"BLOCK A, St. Marylebone C of E Secondary School, 64 Marylebone High Street",Westminster,Cities of London and Westminster,LONDON,2019-03-01,2018-12-31,2019-01-28 11:20:22,Standard Occupancy,10033579377,Address Matched
142867740052019040215514001009167,,Kings College London,"Bush House, 30 Aldwych",WC2B 4BG,174301360000,109,,,E,2248,390,0,University Campus,2019-03-04,E09000033,E14000639,Greater London Authority,2019-04-02,University Campus,Grid Supplied Electricity,,,,27580,73,224,148,80,0,0,,,,,,,Yes,,3,1,Air Conditioning,S4;,"Kings College London, Bush House, 30 Aldwych",Westminster,Cities of London and Westminster,LONDON,2018-11-30,2018-09-01,2019-04-02 15:51:40,Standard Occupancy,100023430329,Address Matched
142867780212019121709174201909167,,Kings College London,"Bush House, 30 Aldwych",WC2B 4BG,174301360000,140,109,,F,2975,515,0,University Campus; Fitness And Health Centre,2019-11-28,E09000033,E14000639,Greater London Authority,2019-12-17,University Campus,Grid Supplied Electricity,,,,27580,96,225,196,85,0,0,2248,,390,,0,,Yes,,3,1,Air Conditioning,S4; H7;,"Kings College London, Bush House, 30 Aldwych",Westminster,Cities of London and Westminster,LONDON,2019-11-30,2019-09-01,2019-12-17 09:17:42,Standard Occupancy,100023430329,Address Matched
10288950012013070513150502009173,,Sports Pavilion,Regents Park,NW1 4RU,131102370000,52,94,,C,68,8,0,Dry Sports And Leisure Facility,2013-07-05,E09000033,E14001036,Greater London Authority,2013-07-05,Dry Sports And Leisure Facility,Natural Gas,,,,1233,32,343,101,95,0,0,84,,54,,0,,No,,,4,Heating and Natural Ventilation,H8;,"Sports Pavilion, Regents Park",Westminster,Westminster North,LONDON,2013-07-04,2013-05-31,2013-07-05 13:15:05,Standard Occupancy,10033536693,Address Matched
1998068952016092112280702009179,,Belgravia Police Station,202-206 Buckingham Palace Road,SW1W 9SX,194482870000,100,103,101,D,527,125,0,Emergency Services,2016-09-16,E09000033,E14000639,Greater London Authority,2016-09-21,Emergency Services,Natural Gas,,,,6226,104,343,154,70,0,0,537,505,156,146,0,0,Yes,,2,5,Mixed-mode with Mechanical Ventilation,S9;,"Belgravia Police Station, 202-206 Buckingham Palace Road",Westminster,Cities of London and Westminster,LONDON,2016-10-01,2016-07-31,2016-09-21 12:28:07,Standard Occupancy,100023599613,Address Matched
46731931012017040710041801009190,,Europe House,32 Smith Square,SW1P 3EU,105711690000,48,48,47,B,124,0,0,General Office,2017-04-07,E09000033,E14000639,Greater London Authority,2017-04-07,General Office,Grid Supplied Electricity,,,,3465,0,112,65,95,0,0,121,118,0,0,0,0,Yes,,2,3,Air Conditioning,C1;,"Europe House, 32 Smith Square",Westminster,Cities of London and Westminster,LONDON,2017-01-31,2016-12-31,2017-04-07 10:04:18,Standard Occupancy,,
2190692012015122110115201009198,,"1, Millbank",,SW1P 3JU,183221490000,151,148,148,G,842,187,0,General Office; Restaurant,2015-07-01,E09000033,E14000639,Greater London Authority,2015-12-21,General Office,Natural Gas,,Not applicable,Not applicable,9044,107,121,169,95,0,0,888,888,273,273,0,0,Yes,,2,5,Heating and Natural Ventilation,C1; H1;,"1, Millbank",Westminster,Cities of London and Westminster,LONDON,2015-07-01,2015-04-03,2015-12-21 10:11:52,Standard Occupancy,10033558116,Address Matched
2112020342009103016224731009200,,Qualification & Curriculum Authority,83 Piccadilly,W1J 8QA,239942030000,172,168,,G,1129,144,,General office,2009-10-29,E09000033,E14000639,Greater London Authority,2009-10-30,General office,Natural Gas,,,,9871,75,117,208,95,0,0,1090,,137,,,,Yes,,3,2,Air Conditioning,C1;,"Qualification & Curriculum Authority, 83 Piccadilly",Westminster,Cities of London and Westminster,LONDON,2009-10-29,2009-07-31,2009-10-30 16:22:47,,,
23870680242016112318563970309200,,Imperial College London,"Wilson House, 38-76 Sussex Gardens",W2 1UF,220928370000,59,32,,C,203,264,0,General Accommodation,2016-10-20,E09000033,E14000639,Greater London Authority,2016-11-23,General Accommodation,Natural Gas,,,,9580,142,260,39,60,0,0,109,,156,,0,,No,,,5,Heating and Natural Ventilation,S8;,"Imperial College London, Wilson House, 38-76 Sussex Gardens",Westminster,Cities of London and Westminster,LONDON,2016-12-01,2016-10-02,2016-11-23 18:56:39,Standard Occupancy,100023476733,Address Matched
3203220002011102413574964809200,,Courtauld Institute of Art,"Somerset House, Strand",WC2R 0RN,403582860000,97,117,119,D,660,81,0,Cultural Activities; University Campus,2011-10-24,E09000033,E14000639,Greater London Authority,2011-10-24,University Campus,Natural Gas,,,,9000,46,219,133,77,0,0,765,774,167,173,0,0,Yes,,2,5,Mixed-mode with Natural Ventilation,H4; S4;,"Courtauld Institute of Art, Somerset House, Strand",Westminster,Cities of London and Westminster,LONDON,2011-08-31,2011-05-31,2011-10-24 13:57:49,Standard Occupancy,,
150460440202019111511520368709200,,44 Maiden Lane,,WC2E 7LN,620444760000,57,,,C,6,11,0,High Street Agency,2019-10-28,E09000033,E14000639,Greater London Authority,2019-11-15,High Street Agency,Natural Gas,,,,400,144,0,26,136,0,0,,,,,,,No,,,4,Heating and Natural Ventilation,C2;,44 Maiden Lane,Westminster,Cities of London and Westminster,LONDON,2019-03-31,2018-12-31,2019-11-15 11:52:03,Standard Occupancy,,
42784140502017102621122306709200,,University College London,"Charles Bell House, 67-73 Riding House Street",W1W 7EJ,855294700000,29,9,72,B,62,74,0,Laboratory Or Operating Theatre; University Campus,2017-10-26,E09000033,E14000639,Greater London Authority,2017-10-26,University Campus,Natural Gas,,,,3603.1,106,255,31,145,0,0,27,192,5,77,0,0,No,,,4,Heating and Natural Ventilation,S10; S4;,"University College London, Charles Bell House, 67-73 Riding House Street",Westminster,Cities of London and Westminster,LONDON,2017-10-31,2017-08-01,2017-10-26 21:12:23,Extended Occupancy,10033542738,Address Matched
77818360402015051723575779309200,,Imperial College,"Weeks Hall, 16-18 Princes Gardens",SW7 1NE,845896370000,73,,,C,84,122,0,Long Term Residential,2014-10-21,E09000033,E14000639,Greater London Authority,2015-05-17,Long Term Residential,Natural Gas,,Not applicable,Not applicable,2599,243,379,59,65,0,0,,,,,,,No,,,5,Heating and Natural Ventilation,S7;,"Imperial College, Weeks Hall, 16-18 Princes Gardens",Westminster,Cities of London and Westminster,LONDON,2015-05-17,2015-04-02,2015-05-17 23:57:57,Standard Occupancy,10033541643,Address Matched
2724803252018012215430209909201,,Portman Family Centre,12 Salisbury Street,NW8 8DE,212439000000,112,107,107,E,38,31,0,Schools And Seasonal Public Buildings,2017-12-20,E09000033,E14001036,Greater London Authority,2018-01-22,Schools And Seasonal Public Buildings,Natural Gas,,,,1057,150,154,66,52,0,0,39,28,26,39,0,0,No,,,4,Heating and Natural Ventilation,S3;,"Portman Family Centre, 12 Salisbury Street",Westminster,Westminster North,LONDON,2017-10-31,2017-10-01,2018-01-22 15:43:02,Extended Occupancy,10033542959,Address Matched
5460384012014070312030802009201,,Gordon Hospital,Bloomburg Street,SW1V 2RH,216342600000,100,92,86,D,221,334,0,Long Term Residential,2013-08-08,E09000033,E14000639,Greater London Authority,2014-07-03,Long Term Residential,Natural Gas,,,,5038,342,386,80,65,0,0,241,283,315,273,0,0,No,,,4,Heating and Mechanical Ventilation,S7;,"Gordon Hospital, Bloomburg Street",Westminster,Cities of London and Westminster,LONDON,2014-04-16,2014-03-30,2014-07-03 12:03:08,Standard Occupancy,100023340858,Address Matched
692816212013011816123109909202,,Carlton Dene,45 Kilburn Park Road,NW6 5XD,222569500000,99,86,85,D,113,157,0,Long Term Residential,2012-11-29,E09000033,E14001036,Greater London Authority,2013-01-18,Long Term Residential,Natural Gas,,,,2490,326,383,83,65,0,0,113,86,131,160,0,0,No,,,5,Heating and Natural Ventilation,S7;,"Carlton Dene, 45 Kilburn Park Road",Westminster,Westminster North,LONDON,2012-10-01,2012-08-03,2013-01-18 16:12:31,Standard Occupancy,100022770390,Address Matched
692836252014120106481509909202,,Carlton Dene,45 Kilburn Park Road,NW6 5XD,222569500000,97,95,99,D,107,154,0,Long Term Residential,2014-11-27,E09000033,E14001036,Greater London Authority,2014-12-01,Long Term Residential,Natural Gas,,,,2490,320,370,78,65,0,0,110,113,174,157,0,0,No,,,4,Heating and Natural Ventilation,S7;,"Carlton Dene, 45 Kilburn Park Road",Westminster,Westminster North,LONDON,2014-10-31,2014-09-02,2014-12-01 06:48:15,Standard Occupancy,100022770390,Address Matched
7292389012010060815081403009210,,South West Wing,Bush House,WC2B 4RD,206993310000,119,106,88,E,1096,122,0,General Office,2010-06-08,E09000033,E14000639,Greater London Authority,2010-06-08,General Office,Natural Gas,,,,12196.25,51,123,163,110,0,0,961,695,189,203,0,0,Yes,,3,5,Air Conditioning,C1;,"South West Wing, Bush House",Westminster,Cities of London and Westminster,LONDON,2010-06-30,2010-03-31,2010-06-08 15:08:14,,10033624512,Address Matched
801420902012080111554089600930,,26-46 Lisson Grove,,NW1 6TZ,395742680000,120,117,120,E,222,105,0,General Office,2012-07-11,E09000033,E14000639,Greater London Authority,2012-08-01,General Office,Oil,,,,3688,108,106,109,97,0,0,231,250,134,118,0,0,Yes,,3,5,Air Conditioning,C1;,26-46 Lisson Grove,Westminster,Cities of London and Westminster,LONDON,2012-06-30,2012-03-31,2012-08-01 11:55:40,Extended Occupancy,10033548864,Address Matched
607150062009101308441733210940,,The Ministry of Justice,Fifth Floor,SW1P 4QD,438252300000,126,200,,F,87,29,,General office,2009-09-21,E09000033,E14000639,Greater London Authority,2009-10-13,General office,Natural Gas,,,,1234,119,117,129,95,0,0,128,,52,,,,Yes,,2,1,Air Conditioning,C1;,"The Ministry of Justice, Fifth Floor",Westminster,Cities of London and Westminster,LONDON,2009-09-27,2009-07-31,2009-10-13 08:44:17,,,
2605310902015051819224156300940,,The Cabinet Office,70 Whitehall,SW1A 2AS,699461350000,117,116,118,E,1446,248,44,General Office,2015-04-16,E09000033,E14000639,Greater London Authority,2015-05-18,General Office,District Heating,,General Office: 90564 kWh Electricity,Borehole Cooling: 183316 kWh Cooling,15058,50,123,169,127,19.6,0,1308,1229,228,255,0,0,Yes,,3,1,Air Conditioning,C1;,"The Cabinet Office, 70 Whitehall",Westminster,Cities of London and Westminster,LONDON,2015-06-30,2015-03-31,2015-05-18 19:22:41,Extended Occupancy,100023336963,Address Matched
7192300542010041300225072600940,,The Arts Council England,14 Great Peter Street,SW1P 3NQ,856550670000,161,214,,G,256,101,0,Cultural Activities,2010-04-12,E09000033,E14000639,Greater London Authority,2010-04-13,Cultural Activities,Natural Gas,,,,2910,178,194,160,70,0,0,454,,6,,0,,Yes,,2,5,Heating and Mechanical Ventilation,H4;,"The Arts Council England, 14 Great Peter Street",Westminster,Cities of London and Westminster,LONDON,2009-12-30,2009-10-01,2010-04-13 00:22:50,,,
611280022016092317024422210950,,"Department for Business, Energy & Industrial Strategy",10 Victoria Street,SW1H 0NN,523081220000,195,140,138,G,1064,262,0,General Office,2016-09-21,E09000033,E14000639,Greater London Authority,2016-09-23,General Office,Natural Gas,,,,9290,145,108,208,95,0,0,861,894,202,166,0,0,Yes,,3,3,Air Conditioning,C1;,"Department for Business, Energy & Industrial Strategy, 10 Victoria Street",Westminster,Cities of London and Westminster,LONDON,2015-05-01,2015-04-01,2016-09-23 17:02:44,Standard Occupancy,,
1790637052020090716254203002754,,Department for Environment Food & Rural Affairs (D E F R A),"Nobel House, 17 Smith Square",SW1P 3JR,746173750000,71,77,73,C,610,439,0,General Office,2020-09-07,E09000033,E14000639,Greater London Authority,2020-09-07,General Office,Natural Gas,,,,20132.8,112,107,55,95,0,0,733,680,402,413,0,0,Yes,,2,5,Mixed-mode with Natural Ventilation,C1;,"Department for Environment Food & Rural Affairs (D E F R A), Nobel House, 17 Smith Square",Westminster,Cities of London and Westminster,LONDON,2020-10-01,2020-08-01,2020-09-07 16:25:42,Standard Occupancy,10033543337,Address Matched
2070402252020042418042400002872,,House of Commons,1 Parliament Street,SW1A 2NE,826420970000,107,171,150,E,809,181,0,General Accommodation; General Office; Restaurant,2020-04-20,E09000033,E14000639,Greater London Authority,2020-04-24,General Office,Natural Gas,,,,10763.7,87,138,137,108,0,0,1208,1002,373,404,0,0,No,,,4,Heating and Natural Ventilation,S8; C1; H1;,"House of Commons, 1 Parliament Street",Westminster,Cities of London and Westminster,LONDON,2020-05-01,2020-03-31,2020-04-24 18:04:24,Standard Occupancy,,
113839959252020053112370308042951,A-C & F,Chelsea College of Art & Design,16 John Islip Street,SW1P 4JU,910398750004,55,63,71,C,354,192,0,University Campus,2020-05-25,E09000033,E14000639,Greater London Authority,2020-05-31,University Campus,Natural Gas,,,,11572,85,215,56,80,0,0,400,491,222,232,0,0,Yes,,2,5,Heating and Natural Ventilation,S4;,"A-C & F, Chelsea College of Art & Design, 16 John Islip Street",Westminster,Cities of London and Westminster,LONDON,2020-07-18,2020-04-30,2020-05-31 12:37:03,Standard Occupancy,10033569512,Address Matched
93129243012020090413434905002953,,Marshall Street Leisure Centre,15 Marshall Street,W1F 7EL,938035950000,65,76,69,C,255,171,,Dry Sports And Leisure Facility;Swimming Pool Centre;Fitness And Health Centre;,2020-09-04,E09000033,E14000639,Greater London Authority,2020-09-04,Dry Sports And Leisure Facility,Natural Gas,,,,3219.53,273,538,144,181,0,0,248,259,252,203,,,Yes,,2,3,Heating and Mechanical Ventilation,H8; H6; H7;,"Marshall Street Leisure Centre, 15 Marshall Street",Westminster,Cities of London and Westminster,LONDON,2020-05-31,2020-04-30,2020-09-04 13:43:49,Extended Occupancy,10033613374,Address Matched
5109940942008122219415729009000,,Home Office,"Abell House, John Islip Street",SW1P 4LH,496784020000,188,,,G,1552,298,,General office,2008-10-01,E09000033,E14000639,Greater London Authority,2008-12-22,General office,Natural Gas,,none,none,11718,131,119,241,110,0,0,,,,,,,,,,,Air Conditioning,C1;,"Home Office, Abell House, John Islip Street",Westminster,Cities of London and Westminster,LONDON,2008-10-01,2008-08-31,2008-12-22 19:41:57,,,
30270061202020031912300928869000,VICTORIA & ALBERT AND DUMBELL BUILDINGS,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820016,109,,,E,57,73,0,Hospital - Clinical And Research,2019-10-08,E09000033,E14000639,Greater London Authority,2020-03-19,Hospital - Clinical And Research,Natural Gas,,,,966,387,377,107,90,0,0,,,,,,,Yes,,2,1,Heating and Natural Ventilation,S6;,"VICTORIA & ALBERT AND DUMBELL BUILDINGS, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2019-09-30,2019-07-01,2020-03-19 12:30:09,Standard Occupancy,,
29916361242017012217045026809000,WINSTON CHURCHILL BUILDING,Imperial College Healthcare NHS Trust,St Mary's Hospital,W2 1NY,624686820010,87,77,78,D,102,96,0,Hospital - Clinical And Research,2016-10-06,E09000033,E14000639,Greater London Authority,2017-01-22,Hospital - Clinical And Research,Natural Gas,,,,1873.62,263,370,99,90,0,0,97,100,82,76,0,0,Yes,,2,1,Heating and Natural Ventilation,S6;,"WINSTON CHURCHILL BUILDING, Imperial College Healthcare NHS Trust, St Mary's Hospital",Westminster,Cities of London and Westminster,LONDON,2016-09-30,2016-06-30,2017-01-22 17:04:50,Standard Occupancy,,
